applicant_id,days_to_default,prior_underwriter_score,requested_amount,final_recovered_amount,sector,geography_region,has_linked_bank_feed,default_flag
0e42f1b7-09e6-2b71-bb4b-427cab83d2d9,16.0,0.6966377762155551,17946.521477065457,2130.8118643335124,1,2,True,1.0
38ec887e-c292-da2d-2854-1316fd66d4d5,90.0,0.9470878781111528,14429.435714952477,0.0,1,0,True,1.0
5257e527-9031-9e20-7041-e67182d48576,17.0,0.3260606613615597,32320.84365370738,6060.42805626368,3,2,True,1.0
dd887377-7a51-9359-c577-2084da362cc8,90.0,0.9609504876075268,29982.535578677194,0.0,1,1,True,1.0
41ae0b91-d425-5531-daac-6136ee90e50c,9.0,0.710433640982883,30557.761297213707,5334.715990267966,0,2,False,1.0
c08da739-a308-1f6e-d309-87b7eb326982,40.0,0.5424622369358392,31543.959271499614,1665.46399845945,3,2,True,1.0
b6024ac1-992a-d4b6-21b0-7fa96717761d,47.0,0.4143876736683436,23783.73029272464,2199.4449838046166,1,1,True,1.0
eec0f10c-334a-bd03-3ccc-27ff934a190a,42.0,0.706863974609896,27277.70394257558,3608.814382233212,4,1,True,1.0
7735e35c-4cca-63be-22c7-f037791c23e1,40.0,0.3448771484368491,35534.11549785899,1223.5272677322066,1,1,True,1.0
943ece37-66df-77d1-462a-c9d958885248,6.0,0.4368613561336844,22799.45349503201,4459.243300517498,0,1,True,1.0
6320c57c-ca50-3cd3-5055-eed1544241aa,18.0,0.9544852576169882,22163.36994027093,4298.798302988881,0,0,False,1.0
bcd226ac-1034-d8a8-cf7c-a0bee21b8a57,7.0,0.7546311783769986,27386.3809429182,9605.695497992754,2,1,False,1.0
a0d0c947-62f0-04da-1f09-6399250bc7b9,10.0,0.8869908939724913,38646.57411031455,6646.66458298442,0,3,True,1.0
3ca6f43f-da5a-e311-b099-8132aa1cf1a3,36.0,0.8761265718897273,36492.00825891504,3438.9638315315538,4,3,True,1.0
ea0cebea-7806-ed6d-1ee7-81881a3fc02d,90.0,0.986604414799221,20090.44766833853,0.0,3,0,True,1.0
4ae80cb8-4675-8885-d58a-21e176183977,27.0,0.7816075833851204,32462.0735347532,2119.234923905849,1,1,True,1.0
3d0e6cc7-416c-a7a4-c332-2361ff0584dc,56.0,0.3094473348153139,22414.785930795,247.4175013445337,2,2,True,1.0
75ebd58b-f9e1-d21a-9832-2321ae1f3fb0,28.0,0.3035134295604965,31365.7971967972,6275.14273233159,0,3,True,1.0
303f6843-bd8c-c72a-8f97-ed532d2ac896,57.0,0.95648024114402,18935.424492262973,16.47127362981435,0,0,True,1.0
2db6e8bc-3c05-ca15-a6bc-cd7506ff1732,11.0,0.6900880331775728,26851.575285376348,5238.973790698831,1,1,False,1.0
03984cc8-8b82-7bcc-6b88-4fccd42d5954,9.0,0.5290058585661478,26934.76682191697,3876.7697341671446,1,0,True,1.0
ecdba500-f39b-d815-2dae-9ca8b3697f3c,23.0,0.9530549746454088,27362.58974066918,5518.50039513688,1,3,True,1.0
f7f6f99b-e1a4-0d23-77a2-5fd3fac44ce6,90.0,0.9998628081453228,13058.322068014915,0.0,4,1,True,1.0
b3cde789-6808-ba4c-342f-36a28c79077e,8.0,0.9049024059308526,39428.72297404825,15924.589186406814,2,1,True,1.0
061d21c0-019d-e541-fc53-643368d8aa71,90.0,0.9761134862833036,27297.06404863937,0.0,2,2,False,1.0
cf8caa06-2412-b30e-7c6f-34b6fce982e4,12.0,0.8043864598137005,21628.745613180898,4926.102366575451,2,1,True,1.0
e0be0066-b73a-eaba-bfdf-a5e1f90ca69a,46.0,0.9279157740181212,20902.424620253874,558.2241225991363,4,1,False,1.0
9f0d58e8-49fc-7364-355d-2351e5942230,12.0,0.88745780867618,21441.78627092459,3134.228477782593,0,0,True,1.0
0de06c1c-c112-64bf-1de1-4009d7c6b0ce,13.0,0.9978454410794394,21371.0492852418,3560.999989109047,0,3,True,1.0
093c62c4-b0ae-8dc0-97ba-eb322b542554,90.0,0.7189684738286632,16881.503086338438,0.0,1,3,True,1.0
060840c1-561c-3b32-a854-9971e83ec9ec,34.0,0.98263163656998,23511.198239602956,1952.2918921884784,1,3,True,1.0
f7554eba-00be-58ae-3b7e-8b4cb3be9cdd,16.0,0.3483566459417861,32544.50184586721,7609.842229795994,1,3,False,1.0
91104d23-2212-1662-da0c-28d150773cdf,90.0,0.7723062775566907,20423.321292009685,0.0,2,3,True,1.0
d525dcb6-d384-06d7-2dd9-b616d31ca8f7,13.0,0.3560903573308496,20201.334659599088,3229.234619743213,3,3,False,1.0
5d84610c-5f23-804a-1487-faf462876ebc,13.0,0.450018595388819,28439.086790994337,1067.3783963392552,3,1,True,1.0
c83fe40d-c18b-87b1-f7da-5aef452b7c01,59.0,0.8339238675204891,19876.736378650683,75.30632269360723,4,1,True,1.0
b2de14cd-b41a-f2f8-4889-bb8ce4084242,60.0,0.8243279100352255,29442.906752450737,0.0,4,2,False,1.0
a9772f26-dc53-1bb7-c05c-a3655c02cbfc,90.0,0.9866437111066456,28818.783201201502,0.0,0,1,False,1.0
f386105f-dbf8-f6c8-471d-64937e7a3958,56.0,0.6282196704264404,33086.60031852288,960.6991844452562,4,0,True,1.0
bd87f21b-077c-1104-d296-b2c9d9635859,16.0,0.3953520069759768,24988.77341941132,2189.3692340797074,0,1,False,1.0
fea06494-13a6-25d3-f09d-924fe196567e,90.0,0.3645508566597768,21990.43913100387,0.0,2,1,True,1.0
2977e677-1f3a-5385-93c0-4fd0f09adabb,45.0,0.922612644901249,28725.30305172552,825.319384849877,1,0,True,1.0
daf574b3-a3f6-7e63-a544-ecfed4670d54,34.0,0.9262475758955409,21892.425121942208,790.8822884766713,2,1,True,1.0
7812849d-3c12-b771-501a-1ea5babe02e5,12.0,0.4215377153493859,32813.57238862406,11226.871228694035,0,0,False,1.0
b6ca6b7e-f196-18a4-717a-a80905a3e230,37.0,0.3871246070166456,25035.295322936887,964.731237646396,0,3,False,1.0
b2103fd3-f1c8-e2bb-52d2-1a568ef5442e,31.0,0.9998816975130578,20271.320498780748,1307.2647109203135,3,2,False,1.0
566407a0-83c3-e10a-5013-8402b28472af,46.0,0.9972194122304509,27424.217370906343,762.4483354663347,3,2,True,1.0
10729ac0-31a5-e930-bfed-9a96bc4b2f77,5.0,0.8476586429565933,27288.91211983276,12240.33856025908,0,2,True,1.0
b7f1c3ac-0d9c-5783-3fdf-9b72966fa4d5,48.0,0.2755080914717752,18529.99205505706,933.6018513288166,4,3,False,1.0
2dfa94d6-789b-9b06-d82d-2e735a3ca0e3,90.0,0.3362285885225012,24173.634424305183,0.0,4,3,False,1.0
d11212b5-3240-6821-ce5b-451e68ec4d57,12.0,0.979112172134624,19624.02667230191,2283.8577365727224,0,0,True,1.0
5c01e2db-0c1a-6014-1f66-1fbca4175414,90.0,0.4146654211636738,31945.896495817586,0.0,2,2,False,1.0
a7c3701c-a916-1b60-8443-b44a4b79d583,8.0,0.28979258589055,22484.940523939556,3277.8637763338456,2,2,True,1.0
3eaaff67-a778-a675-eabf-4557e8183f0a,4.0,0.3000621014842151,31867.696266356044,4565.683518404012,1,3,True,1.0
e73d4109-276a-75b7-1949-c84630525aa5,90.0,0.968593486714391,26454.397620295447,0.0,0,3,False,1.0
7ce5aa2a-f08a-64e3-fb8e-1a0bb9a3a661,22.0,0.4530311330131381,28479.779656661525,6104.916731253831,0,1,True,1.0
7c448f20-7d7d-af27-ca26-7ac7e01e58f7,11.0,0.5051300155918892,35357.350440787675,10059.250644158128,1,1,False,1.0
14991c97-944e-2abd-70a3-dc848bbec979,22.0,0.7376771282143499,28370.117545921574,92.65527309252256,0,1,True,1.0
e87fa7b3-4577-aaab-d62b-3a75203f20e1,52.0,0.9495718958664512,24736.85869191809,381.5116526774436,4,1,True,1.0
b14b4738-d062-adbd-713f-ed646a9bc669,50.0,0.978500212635417,26219.794230672454,1213.2550432853238,0,0,True,1.0
5c6e2743-0c4e-148d-c8d5-dbb8c6065980,42.0,0.3482109290643231,17467.90901297486,1308.289524849697,1,3,True,1.0
718b77de-1ede-80db-5b0c-8e8f63bb9867,90.0,0.5419803994511824,31778.39312467585,0.0,1,3,False,1.0
c66de9e7-5257-cfd4-6282-5c6c605b4ebf,22.0,0.8516805112966959,33863.838641301714,7080.053119957315,1,1,False,1.0
9e69adff-fbff-47ae-e137-b476e0686db6,90.0,0.9584410086586822,18269.58507453183,0.0,0,3,False,1.0
d69cdf39-7572-2d8e-a8d4-ba842a41dc85,18.0,0.784752804079236,32117.62258788397,941.3055721234985,1,0,True,1.0
aacc6490-0800-765f-ea8a-208da15527b7,42.0,0.6133658696035634,27937.39743592486,2646.3194443842285,4,2,True,1.0
030b2af2-9c32-69bf-5235-6df894ab1f27,3.0,0.909093432602568,22050.04266005631,1852.5700410970312,0,0,True,1.0
f47e7ee7-36ad-9072-318b-7720a78a295d,28.0,0.8588462826104313,30786.99330994466,3063.674163711641,4,2,False,1.0
728adb3e-5ccd-b1e5-f7a1-5330edc01357,90.0,0.8715955550208293,35660.849055041086,0.0,0,1,True,1.0
46ae80bc-a685-b6ee-a338-41561c0e4597,29.0,0.8353133901001927,31458.693886406974,4122.01052701644,0,1,False,1.0
4e5238af-1eff-2170-3102-4030a4d7adea,3.0,0.9536668486954452,22479.522047883383,1604.879355891145,0,3,False,1.0
b80183ee-b9bf-e9d0-363e-026ad269cb06,90.0,0.9965068991382396,25275.1345543316,0.0,0,2,False,1.0
90f5d9ab-4563-aafa-f7d2-d170920adc2a,90.0,0.3720679134801961,33428.310864478575,0.0,0,1,False,1.0
cd932ad2-8dce-053d-95f5-480ff502ff9a,52.0,0.9746469711740762,31666.79358708648,1065.1340775303502,0,1,True,1.0
192718f1-b48e-a847-ae1e-5f00a33ab11e,52.0,0.3363289555529974,18120.092191286505,514.6813869623014,2,1,True,1.0
aeeccf95-3ebd-dbc8-bb20-02d2485e4c63,25.0,0.3132798452833859,18631.17526031498,1890.0582431367104,3,2,True,1.0
11fd2f00-fd6a-8d63-6e45-c9a1cf1382c2,32.0,0.6361556737398432,33411.003981975526,3985.6921573040186,0,1,True,1.0
92711047-f846-e141-9f4e-06f9b7c90713,16.0,0.9997767576543308,28779.253795113906,9295.270790781571,0,2,True,1.0
b3f7d0f0-908e-2839-65dc-025fa064cb27,59.0,0.8552836372766143,27760.94737892857,283.33624619526194,0,2,False,1.0
25d66e21-97d4-19c7-cc3b-5c65b8ace237,8.0,0.9987955126816542,22767.02713923485,7014.927343482739,1,0,False,1.0
90e830e8-d521-e816-1019-31f75439cbd6,42.0,0.3445001798327057,38471.67363050248,2727.416420283719,0,3,True,1.0
2e5254ac-8122-7c8d-72e5-8fa05040fbe8,90.0,0.7464842345263241,28281.21971693827,0.0,0,1,True,1.0
346999a0-19f3-007d-ee43-e63e6ee95f7e,33.0,0.8554076050616062,32492.0690004996,4197.417772442684,2,0,True,1.0
e9b23cc5-ebb1-1d18-319f-e6ec53982f22,45.0,0.8671342581025783,25081.75497185817,1801.1230926094074,0,0,True,1.0
5c83e27d-fc5b-e283-442a-19c9b5e6e145,4.0,0.3460389925426647,23651.93766182291,5865.184682874023,2,2,True,1.0
824272a1-7748-b2e8-b5e0-a293264889b8,10.0,0.9973083939886628,24260.316048032797,6440.653285704548,2,1,True,1.0
945a2eef-99a8-eb76-5530-0fd0e5aa5394,90.0,0.9851997641226788,27433.972581845486,0.0,0,0,True,1.0
baf03b3c-7aa4-ec6a-b9fa-7373fcfb539d,22.0,0.7711317978429733,21034.37686016887,734.66695543329,0,2,True,1.0
ce451588-db34-e48f-eb4a-43a6fd61ce1a,26.0,0.971004946292954,33891.298013235435,8608.350866819059,0,1,True,1.0
3b336b85-4531-bad7-d09e-579887df5959,22.0,0.4991610056652338,22441.53403977036,3434.550090975175,3,1,True,1.0
60c0e7ad-5866-dc78-302b-73c0a71956e2,90.0,0.9855299249772488,19297.140158579303,0.0,0,2,True,1.0
ae867d27-4e64-7a3d-7fcf-d7758d961a94,90.0,0.9792815133206276,33551.74737990218,0.0,1,0,False,1.0
6f0ff725-52a2-bc45-45e6-0328bb888c68,90.0,0.899023410148948,21721.829246190977,0.0,3,0,True,1.0
6ea223f6-fc7d-e036-b52f-6136a1e9f322,15.0,0.4364090312417477,22218.44983555464,3260.926049467643,2,2,False,1.0
73db03a6-9f92-3685-d791-1fb6ee8674ad,5.0,0.7292776195900685,16351.565604779267,4150.623530342467,2,2,True,1.0
7265cdc6-5d31-68bf-98e2-ed2461e3f847,18.0,0.9951762046279652,17083.94983160973,2394.707050810221,0,0,True,1.0
c8505699-995d-3b22-3963-85e2802bc716,45.0,0.865791003731268,37551.1620530836,695.0901337427912,1,2,True,1.0
6c817c46-6fa0-8317-630b-025ee62e8d3b,28.0,0.8111810778451155,23611.548709012128,4232.791077629007,1,2,False,1.0
c75458ed-8ce1-d48e-5ccf-54641b6d49ae,37.0,0.9885586642945664,33159.53823406538,4882.5160137379935,1,1,False,1.0
84ea4671-4e8d-5fd0-a6e0-fa2fad5ce897,58.0,0.6399941346837666,32635.98583063783,658.160349963278,1,1,True,1.0
c19fab59-24c5-5c8c-9dbf-362a3b5926cd,29.0,0.5390178720283185,28162.01302770218,2665.742378757844,0,1,True,1.0
6c1523c7-2452-173e-d83e-cecb38d66f73,90.0,0.913441982869204,22507.898338767824,0.0,0,1,True,1.0
c2f9dbff-57b3-f541-8d7a-d1f8cec231b7,58.0,0.3165302231475256,26334.995190354988,542.0930878744242,4,3,True,1.0
6e705d6a-959b-d067-8d3c-1a4203f3cf4f,16.0,0.6001728799405545,28621.092021660228,5578.875068424246,1,1,True,1.0
f4fb45b0-93e5-ea8d-1190-baa4b90e983a,90.0,0.7520010959470922,21681.7698714669,0.0,0,1,False,1.0
fe881162-4891-ec7e-0673-28a5f803e832,90.0,0.9542116608540828,25814.787650757244,0.0,0,0,True,1.0
c0876e7b-c93a-4adf-fb9a-8f62f146ec03,34.0,0.8059042746477434,25878.011009433714,1810.5355597637315,1,2,True,1.0
66559795-bf10-d700-6293-ff08ae1605a3,12.0,0.3864952906462033,36739.648573495535,5179.598991282679,3,1,False,1.0
f3b711fd-4e33-2cfc-6ec0-7a9decca7a3d,11.0,0.740765567518574,26349.564218402094,3884.6811398120703,0,1,True,1.0
55140549-4d67-a517-ea47-9ed980781168,45.0,0.3228686441708676,31655.2512698987,1817.5936090848572,1,1,False,1.0
4ea0e7e7-ecde-5ef2-9ef9-4c89ebbb492e,34.0,0.7507105541350507,31292.231352531544,5109.685314156727,3,0,True,1.0
97a291cd-f1c9-49fd-660b-fe63e4aa0a1a,53.0,0.2825067257218224,26798.92497353143,598.9750133162682,4,1,True,1.0
8bbb7a44-3b92-e19d-d24b-afdea709b4c9,90.0,0.972390946944062,25575.697792315423,0.0,2,2,True,1.0
4d5d3ec5-a605-25cc-711c-91a3e4cdec32,16.0,0.9560966291391184,23737.16207287354,1935.452881442065,3,0,False,1.0
4dc0995e-ceaf-02b5-c873-e2e88f472f07,12.0,0.9181366945410346,22358.03857802217,6015.657112223396,2,0,True,1.0
7d1eaf8d-5bf5-c9a1-49e4-6a16eb9725c1,90.0,0.9709919410780464,14446.402368383528,0.0,2,0,True,1.0
3e943bdb-7f6d-04de-42eb-1985dcb21b88,90.0,0.8755360042578333,22449.92014016704,0.0,0,3,True,1.0
cbed180f-bd02-cbe2-1a6a-9cd7a67314db,7.0,0.4729434662130809,31693.47747517312,9162.754158828286,4,3,True,1.0
e7c88e28-50b1-d52b-eedc-52e0703819c0,20.0,0.4403379985311041,18787.89536462048,2517.5005406960317,4,3,True,1.0
6ad17f14-007a-56e9-5a9f-95c18d85447c,27.0,0.7306402325317252,30649.24701360135,1485.0601774246963,0,3,True,1.0
135e1981-518e-4328-358f-0cde97c92a7d,42.0,0.9871246914207826,30041.551523612503,1666.061704881728,1,1,True,1.0
ebc9831f-de0a-2289-5fb2-102f0f871903,9.0,0.9896548589694314,24646.039093883883,2601.5759643067963,1,0,True,1.0
e85bda3e-67d8-48fe-5c80-44822c64ff41,10.0,0.3792929466207875,26817.580421371906,6010.14872821739,1,1,False,1.0
a0b0d849-6d5e-6963-bdb9-3eddf234b1eb,90.0,0.9434407132106468,17209.488246596848,42.12680584645948,0,2,True,1.0
65f7c314-d8a8-b0e3-7c6c-85c9099df9d8,17.0,0.5696477445592729,15743.527404422584,1795.074714184031,2,0,False,1.0
2d8c6e70-f1ad-4dcf-a865-e3e440596605,90.0,0.7848092561549093,19538.68124068815,0.0,1,2,True,1.0
e6d0673f-e9c8-3ca7-527e-02f95532a09c,34.0,0.9728222890501076,21836.127730686727,2312.9075088359955,3,2,False,1.0
febf5aed-6411-b113-a9f2-40635649e6ab,50.0,0.3808381381552618,27847.29904799057,1534.236972018473,1,0,True,1.0
2e7ed75c-2c2f-db0c-505c-ed4b591a2b47,90.0,0.9997829108308351,18513.761775721898,0.0,1,3,True,1.0
daa28adc-edc0-058e-b33e-d4656e03a9ff,90.0,0.8283804870065938,20317.26356803656,0.0,4,3,True,1.0
27f7e503-1182-79f6-07a8-50aceac43ec4,90.0,0.7564080610443867,29044.52795006941,0.0,0,0,False,1.0
85e5e53d-2c4a-a662-7a1e-77b72ce344e3,11.0,0.7403358886677283,23843.16907342043,5039.99284942892,4,1,False,1.0
63695732-3d47-c174-b843-2cf627f81555,7.0,0.8701501599794197,22873.00610234281,3202.50369900898,1,3,False,1.0
c287ec60-53aa-2885-6e1f-1391b43fceb2,51.0,0.4872921620276235,16006.680359485768,455.02443638924206,2,2,True,1.0
e72dc3ae-247b-a1aa-792a-7d8dd0130c3a,56.0,0.3257851227157663,33208.46465953908,530.4760357384649,2,2,True,1.0
77b77ffd-1bfa-4142-dd05-c21abb1c2c22,50.0,0.2767841101758344,27405.322053357657,1488.412430963924,2,2,True,1.0
41e69a24-af16-a7e9-68ff-0173ae1f183c,36.0,0.5313247035212761,23666.016930261416,2364.942543902921,2,2,True,1.0
24bed534-2ad9-0b9e-4f52-5eb2dabd1b50,90.0,0.9986124873583392,19785.191765690797,0.0,0,1,True,1.0
1ce45274-4bc3-72a0-d19f-3e8691cb3c23,49.0,0.5667169365760135,31602.87299010545,1555.6755149478388,1,3,True,1.0
bd7f673d-4981-f335-3826-ac4b1d154a53,90.0,0.9862379562881688,31193.057988237968,0.0,1,0,False,1.0
812de9d9-afbf-9d0d-4ef2-d4b74dddf200,29.0,0.9670992787683536,17686.567675641527,1774.2114675605649,1,3,True,1.0
bf32077d-46e3-874b-4d08-94dd0abb3679,90.0,0.7604772336671186,19203.9524082247,0.0,1,3,False,1.0
5efc94fc-eb48-8d06-a97e-90dc501282b2,90.0,0.9982890112349336,16388.193058409433,0.0,3,0,False,1.0
14209af8-14f0-b3aa-4e66-9d89f3273b93,5.0,0.9996129842656124,23498.11638440473,8024.998965928892,1,2,True,1.0
c6da0988-0194-9030-8a9f-b23d8827c3df,41.0,0.4732197457787251,28063.795538294453,2019.342657171184,2,1,False,1.0
40b04f36-b78a-4384-7e10-45780adbfa40,53.0,0.8118399850257634,22546.83501017156,510.0949090225646,2,2,False,1.0
a5646965-397a-9445-50bf-ce7132b69fc8,25.0,0.5788248367238275,24092.819447788144,2121.492979666002,4,0,True,1.0
a023cae6-c9d8-12d3-3ebc-afaea98702f2,44.0,0.8923843408186158,28795.569156675192,1103.9631574479376,4,3,False,1.0
7590d63d-bc95-b5b2-e184-18967d845083,33.0,0.3384328493208513,29224.12530731008,1205.550119290998,2,0,True,1.0
06b97c59-c3ea-d352-b2df-37aa95d6b23f,41.0,0.3083495685367043,34136.11351480553,2490.613955954012,4,1,True,1.0
0787d1ce-3a86-603e-0204-5e9112ee2abc,29.0,0.4011738469591214,28341.581622769507,1719.5446300214203,0,3,True,1.0
d82f1ef1-17c5-ec48-14f7-66cecdcc4d7a,45.0,0.944771830054085,19567.488213202363,1317.2395556715787,4,0,False,1.0
3bfb1609-2018-24bc-c116-ff19b27f11ef,43.0,0.3866046667278817,21495.215907281527,1587.4687941115512,0,1,False,1.0
0377b812-c1d6-2d02-bcae-f7c60b8679de,90.0,0.9903659881632092,31579.658170511997,0.0,0,1,False,1.0
688958aa-7573-2db9-4af6-96f829ca608c,54.0,0.4221127709569583,16855.26837646625,325.24983665509285,0,1,True,1.0
7d4febcd-4388-0772-df83-fbbf949500bb,56.0,0.6032633215329192,23440.33557990235,412.98237194907927,2,3,True,1.0
d3e35c58-acad-431e-2893-42b19b61d0bd,8.0,0.30738504559741,32504.811503243247,2297.9792956747456,4,0,True,1.0
f6aca678-95cf-bb7e-36e0-1755c2093b24,20.0,0.7215423437112636,25600.323813013805,1546.5902787965658,4,2,True,1.0
1f09d794-d2e2-622e-f57d-a4f01f891e70,13.0,0.9446477148161952,22412.73377519392,2352.4658911263023,3,1,False,1.0
191d936e-e5ac-197c-237c-a1ae0a13d537,90.0,0.6611208666645048,27828.91745211293,0.0,0,0,False,1.0
d2435182-7f67-c397-dffb-c30828754b3a,37.0,0.356912393921695,37192.67080142108,2250.085254950756,0,1,False,1.0
2396ed7e-7654-66de-2256-5dd5c4a773d0,6.0,0.9729374737493468,19401.362931317806,4229.451777248239,3,3,False,1.0
1b464c7a-4000-b5d2-9d0f-4e498e404866,47.0,0.4507801692976581,17975.34524633056,1265.0254318413456,2,3,False,1.0
0c137987-45f2-3d63-14ee-da278e1aa9c7,60.0,0.6536378971010802,37189.4402595934,0.0,1,2,False,1.0
433923e4-98e5-98be-d9e4-67c3bc51d6bf,47.0,0.9718756551977092,21420.686789413325,1148.2173592635622,0,0,False,1.0
